step,susceptible_status,infected_status,filtermean_virulence,ensemble,mutation_rate,virulence_init,total_infected
630,1.0,0.0,NaN,543,0.4,1.3,30.0
20000,0.8966265953503151,0.1033734046496849,0.05927820085615466,544,0.4,1.4,25065.0
981,1.0,0.0,NaN,545,0.4,1.5,33.0
449,1.0,0.0,NaN,546,0.4,1.6,23.0
20000,0.8940666630998877,0.10593333690011235,0.06122837018870542,547,0.4,1.7,25264.0
1839,1.0,0.0,NaN,548,0.4,1.8,77.0
804,1.0,0.0,NaN,549,0.4,1.9,38.0
20000,0.8914128287763801,0.10858717122361992,0.06130138965413406,550,0.4,2.0,24992.0
1224,1.0,0.0,NaN,551,0.8,1.0,86.0
456,1.0,0.0,NaN,552,0.8,1.1,33.0
485,1.0,0.0,NaN,553,0.8,1.2,26.0
20000,0.9156372246242537,0.08436277537574635,0.06326762024809261,554,0.8,1.3,24384.0
749,1.0,0.0,NaN,555,0.8,1.4,26.0
575,1.0,0.0,NaN,556,0.8,1.5,31.0
623,1.0,0.0,NaN,557,0.8,1.6,38.0
1594,1.0,0.0,NaN,558,0.8,1.7,62.0
20000,0.9169031851151056,0.08309681488489436,0.07141519685027552,559,0.8,1.8,24498.0
20000,0.9113384484228474,0.0886615515771526,0.06944873692696131,560,0.8,1.9,24723.0
665,1.0,0.0,NaN,561,0.8,2.0,29.0
357,1.0,0.0,NaN,562,0.0,1.0,20.0
191,1.0,0.0,NaN,563,0.0,1.1,19.0
1398,1.0,0.0,NaN,564,0.0,1.2,63.0
2493,1.0,0.0,NaN,565,0.0,1.3,156.0
305,1.0,0.0,NaN,566,0.0,1.4,36.0
1182,1.0,0.0,NaN,567,0.0,1.5,35.0
693,1.0,0.0,NaN,568,0.0,1.6,27.0
529,1.0,0.0,NaN,569,0.0,1.7,25.0
366,1.0,0.0,NaN,570,0.0,1.8,11.0
126,1.0,0.0,NaN,571,0.0,1.9,12.0
163,1.0,0.0,NaN,572,0.0,2.0,12.0
20000,0.8990106503757366,0.1009893496242634,0.0648912048172643,573,0.4,1.0,25369.0
518,1.0,0.0,NaN,574,0.4,1.1,47.0
626,1.0,0.0,NaN,575,0.4,1.2,44.0
494,1.0,0.0,NaN,576,0.4,1.3,39.0
282,1.0,0.0,NaN,577,0.4,1.4,13.0
541,1.0,0.0,NaN,578,0.4,1.5,15.0
1437,1.0,0.0,NaN,579,0.4,1.6,101.0
1594,1.0,0.0,NaN,580,0.4,1.7,75.0
20000,0.896,0.104,0.06279793278841554,581,0.4,1.8,24820.0
868,1.0,0.0,NaN,582,0.4,1.9,41.0
782,1.0,0.0,NaN,583,0.4,2.0,57.0
384,1.0,0.0,NaN,584,0.8,1.0,27.0
407,1.0,0.0,NaN,585,0.8,1.1,19.0
20000,0.915086388537716,0.08491361146228403,0.0678195502447552,586,0.8,1.2,24548.0
230,1.0,0.0,NaN,587,0.8,1.3,14.0
630,1.0,0.0,NaN,588,0.8,1.4,26.0
575,1.0,0.0,NaN,589,0.8,1.5,42.0
20000,0.919706914974813,0.08029308502518699,0.06527182612387042,590,0.8,1.6,23876.0
20000,0.9155748151924548,0.08442518480754524,0.07580616656512833,591,0.8,1.7,23731.0
20000,0.9222983494238555,0.0777016505761445,0.06996495195727069,592,0.8,1.8,24064.0
20000,0.9200162609888713,0.07998373901112861,0.07197689727755865,593,0.8,1.9,23828.0
20000,0.9035155389023584,0.09648446109764161,0.06531191892680203,594,0.8,2.0,25707.0
652,1.0,0.0,NaN,595,0.0,1.0,27.0
965,1.0,0.0,NaN,596,0.0,1.1,78.0
1691,1.0,0.0,NaN,597,0.0,1.2,94.0
