step,susceptible_status,infected_status,filtermean_virulence,ensemble,mutation_rate,virulence_init,total_infected
857,1.0,0.0,NaN,164,0.8,1.9,28.0
20000,0.9145888308471107,0.08541116915288922,0.06606552663768957,165,0.8,2.0,24971.0
938,1.0,0.0,NaN,166,0.0,1.0,25.0
387,1.0,0.0,NaN,167,0.0,1.1,15.0
272,1.0,0.0,NaN,168,0.0,1.2,22.0
430,1.0,0.0,NaN,169,0.0,1.3,27.0
516,1.0,0.0,NaN,170,0.0,1.4,23.0
1266,1.0,0.0,NaN,171,0.0,1.5,70.0
751,1.0,0.0,NaN,172,0.0,1.6,34.0
185,1.0,0.0,NaN,173,0.0,1.7,15.0
556,1.0,0.0,NaN,174,0.0,1.8,20.0
324,1.0,0.0,NaN,175,0.0,1.9,20.0
405,1.0,0.0,NaN,176,0.0,2.0,20.0
884,1.0,0.0,NaN,177,0.4,1.0,34.0
844,1.0,0.0,NaN,178,0.4,1.1,29.0
20000,0.9051792828685259,0.09482071713147411,0.0612365037202013,179,0.4,1.2,24802.0
20000,0.8982193657148878,0.1017806342851122,0.058851355878982096,180,0.4,1.3,24798.0
856,1.0,0.0,NaN,181,0.4,1.4,69.0
2264,1.0,0.0,NaN,182,0.4,1.5,102.0
585,1.0,0.0,NaN,183,0.4,1.6,31.0
20000,0.8974545454545455,0.10254545454545455,0.0638767937777605,184,0.4,1.7,24701.0
20000,0.8949152542372881,0.10508474576271186,0.06537683722320435,185,0.4,1.8,24870.0
999,1.0,0.0,NaN,186,0.4,1.9,36.0
335,1.0,0.0,NaN,187,0.4,2.0,28.0
20000,0.9200528401585205,0.07994715984147953,0.06346057300793573,188,0.8,1.0,24530.0
387,1.0,0.0,NaN,189,0.8,1.1,22.0
650,1.0,0.0,NaN,190,0.8,1.2,39.0
475,1.0,0.0,NaN,191,0.8,1.3,21.0
704,1.0,0.0,NaN,192,0.8,1.4,20.0
20000,0.9168416201546418,0.08315837984535819,0.06537183963936481,193,0.8,1.5,24222.0
20000,0.923939393939394,0.07606060606060606,0.07104552983571319,194,0.8,1.6,23510.0
457,1.0,0.0,NaN,195,0.8,1.7,31.0
867,1.0,0.0,NaN,196,0.8,1.8,30.0
20000,0.9120670567768464,0.08793294322315356,0.06930487545926484,197,0.8,1.9,24472.0
2547,1.0,0.0,NaN,198,0.8,2.0,110.0
1333,1.0,0.0,NaN,199,0.0,1.0,46.0
557,1.0,0.0,NaN,200,0.0,1.1,31.0
588,1.0,0.0,NaN,201,0.0,1.2,34.0
926,1.0,0.0,NaN,202,0.0,1.3,43.0
230,1.0,0.0,NaN,203,0.0,1.4,17.0
1239,1.0,0.0,NaN,204,0.0,1.5,59.0
321,1.0,0.0,NaN,205,0.0,1.6,20.0
1486,1.0,0.0,NaN,206,0.0,1.7,72.0
773,1.0,0.0,NaN,207,0.0,1.8,34.0
670,1.0,0.0,NaN,208,0.0,1.9,32.0
129,1.0,0.0,NaN,209,0.0,2.0,12.0
276,1.0,0.0,NaN,210,0.4,1.0,23.0
2056,1.0,0.0,NaN,211,0.4,1.1,81.0
20000,0.8944853561189499,0.10551464388105009,0.060488622515039406,212,0.4,1.2,25934.0
329,1.0,0.0,NaN,213,0.4,1.3,25.0
362,1.0,0.0,NaN,214,0.4,1.4,18.0
1239,1.0,0.0,NaN,215,0.4,1.5,63.0
904,1.0,0.0,NaN,216,0.4,1.6,37.0
143,1.0,0.0,NaN,217,0.4,1.7,13.0
473,1.0,0.0,NaN,218,0.4,1.8,22.0
745,1.0,0.0,NaN,219,0.4,1.9,54.0
841,1.0,0.0,NaN,220,0.4,2.0,51.0
20000,0.9196724605646539,0.08032753943534612,0.06792886725025046,221,0.8,1.0,23864.0
211,1.0,0.0,NaN,222,0.8,1.1,12.0
1000,1.0,0.0,NaN,223,0.8,1.2,26.0
787,1.0,0.0,NaN,224,0.8,1.3,60.0
1134,1.0,0.0,NaN,225,0.8,1.4,46.0
20000,0.9083270085655427,0.09167299143445734,0.06792468831826776,226,0.8,1.5,25475.0
677,1.0,0.0,NaN,227,0.8,1.6,23.0
243,1.0,0.0,NaN,228,0.8,1.7,12.0
704,1.0,0.0,NaN,229,0.8,1.8,27.0
312,1.0,0.0,NaN,230,0.8,1.9,16.0
397,1.0,0.0,NaN,231,0.8,2.0,28.0
268,1.0,0.0,NaN,232,0.0,1.0,22.0
511,1.0,0.0,NaN,233,0.0,1.1,25.0
1522,1.0,0.0,NaN,234,0.0,1.2,81.0
461,1.0,0.0,NaN,235,0.0,1.3,16.0
662,1.0,0.0,NaN,236,0.0,1.4,52.0
360,1.0,0.0,NaN,237,0.0,1.5,26.0
832,1.0,0.0,NaN,238,0.0,1.6,42.0
1302,1.0,0.0,NaN,239,0.0,1.7,88.0
1913,1.0,0.0,NaN,240,0.0,1.8,150.0
511,1.0,0.0,NaN,241,0.0,1.9,26.0
350,1.0,0.0,NaN,242,0.0,2.0,26.0
558,1.0,0.0,NaN,243,0.4,1.0,19.0
484,1.0,0.0,NaN,244,0.4,1.1,32.0
3434,1.0,0.0,NaN,245,0.4,1.2,115.0
20000,0.896544145926048,0.10345585407395198,0.06050298886609073,246,0.4,1.3,25471.0
20000,0.8888650963597431,0.11113490364025697,0.06412580450297886,247,0.4,1.4,25502.0
793,1.0,0.0,NaN,248,0.4,1.5,33.0
20000,0.9077951694827407,0.09220483051725925,0.06374352188687704,249,0.4,1.6,24601.0
445,1.0,0.0,NaN,250,0.4,1.7,33.0
1519,1.0,0.0,NaN,251,0.4,1.8,80.0
312,1.0,0.0,NaN,252,0.4,1.9,16.0
167,1.0,0.0,NaN,253,0.4,2.0,12.0
20000,0.9134861407249467,0.0865138592750533,0.0681831314394224,254,0.8,1.0,24516.0
345,1.0,0.0,NaN,255,0.8,1.1,23.0
20000,0.9137398290246164,0.08626017097538366,0.06558083777685475,256,0.8,1.2,24422.0
20000,0.9256678863214877,0.07433211367851235,0.0676988766488446,257,0.8,1.3,23715.0
185,1.0,0.0,NaN,258,0.8,1.4,13.0
422,1.0,0.0,NaN,259,0.8,1.5,17.0
20000,0.9113423517169615,0.0886576482830385,0.06653761133153539,260,0.8,1.6,24575.0
561,1.0,0.0,NaN,261,0.8,1.7,35.0
384,1.0,0.0,NaN,262,0.8,1.8,23.0
860,1.0,0.0,NaN,263,0.8,1.9,47.0
374,1.0,0.0,NaN,264,0.8,2.0,23.0
455,1.0,0.0,NaN,265,0.0,1.0,28.0
1059,1.0,0.0,NaN,266,0.0,1.1,102.0
421,1.0,0.0,NaN,267,0.0,1.2,31.0
435,1.0,0.0,NaN,268,0.0,1.3,33.0
438,1.0,0.0,NaN,269,0.0,1.4,23.0
586,1.0,0.0,NaN,270,0.0,1.5,36.0
335,1.0,0.0,NaN,271,0.0,1.6,17.0
1250,1.0,0.0,NaN,272,0.0,1.7,31.0
587,1.0,0.0,NaN,273,0.0,1.8,44.0
259,1.0,0.0,NaN,274,0.0,1.9,19.0
276,1.0,0.0,NaN,275,0.0,2.0,16.0
381,1.0,0.0,NaN,276,0.4,1.0,19.0
948,1.0,0.0,NaN,277,0.4,1.1,66.0
590,1.0,0.0,NaN,278,0.4,1.2,22.0
20000,0.9024983189365334,0.09750168106346661,0.06085081056464339,279,0.4,1.3,24565.0
410,1.0,0.0,NaN,280,0.4,1.4,33.0
20000,0.8875583955324061,0.11244160446759384,0.059400634245177227,281,0.4,1.5,25405.0
2154,1.0,0.0,NaN,282,0.4,1.6,97.0
866,1.0,0.0,NaN,283,0.4,1.7,24.0
20000,0.8940808287918848,0.10591917120811525,0.06333426917207154,284,0.4,1.8,25457.0
620,1.0,0.0,NaN,285,0.4,1.9,27.0
20000,0.9047927111973691,0.09520728880263087,0.05943335397269574,286,0.4,2.0,25472.0
422,1.0,0.0,NaN,287,0.8,1.0,17.0
20000,0.9141488577745026,0.08585114222549742,0.06634170459985762,288,0.8,1.1,24493.0
726,1.0,0.0,NaN,289,0.8,1.2,27.0
1029,1.0,0.0,NaN,290,0.8,1.3,20.0
234,1.0,0.0,NaN,291,0.8,1.4,18.0
1733,1.0,0.0,NaN,292,0.8,1.5,40.0
159,1.0,0.0,NaN,293,0.8,1.6,13.0
349,1.0,0.0,NaN,294,0.8,1.7,19.0
20000,0.9179981445211833,0.08200185547881662,0.07344375639639475,295,0.8,1.8,24066.0
697,1.0,0.0,NaN,296,0.8,1.9,37.0
20000,0.9051266619248235,0.09487333807517645,0.06300947227480887,297,0.8,2.0,25415.0
687,1.0,0.0,NaN,298,0.0,1.0,27.0
841,1.0,0.0,NaN,299,0.0,1.1,65.0
196,1.0,0.0,NaN,300,0.0,1.2,16.0
193,1.0,0.0,NaN,301,0.0,1.3,20.0
755,1.0,0.0,NaN,302,0.0,1.4,57.0
307,1.0,0.0,NaN,303,0.0,1.5,16.0
2663,1.0,0.0,NaN,304,0.0,1.6,151.0
538,1.0,0.0,NaN,305,0.0,1.7,31.0
590,1.0,0.0,NaN,306,0.0,1.8,33.0
575,1.0,0.0,NaN,307,0.0,1.9,34.0
1050,1.0,0.0,NaN,308,0.0,2.0,49.0
464,1.0,0.0,NaN,309,0.4,1.0,26.0
433,1.0,0.0,NaN,310,0.4,1.1,21.0
353,1.0,0.0,NaN,311,0.4,1.2,14.0
646,1.0,0.0,NaN,312,0.4,1.3,25.0
899,1.0,0.0,NaN,313,0.4,1.4,33.0
650,1.0,0.0,NaN,314,0.4,1.5,26.0
199,1.0,0.0,NaN,315,0.4,1.6,10.0
355,1.0,0.0,NaN,316,0.4,1.7,23.0
300,1.0,0.0,NaN,317,0.4,1.8,16.0
745,1.0,0.0,NaN,318,0.4,1.9,58.0
795,1.0,0.0,NaN,319,0.4,2.0,38.0
20000,0.9237871754323318,0.07621282456766822,0.0671563469792006,320,0.8,1.0,23858.0
316,1.0,0.0,NaN,321,0.8,1.1,19.0
461,1.0,0.0,NaN,322,0.8,1.2,21.0
665,1.0,0.0,NaN,323,0.8,1.3,21.0
130,1.0,0.0,NaN,324,0.8,1.4,14.0
1077,1.0,0.0,NaN,325,0.8,1.5,64.0
20000,0.9197166469893743,0.08028335301062574,0.06534447042379449,326,0.8,1.6,24341.0
20000,0.9037623970194679,0.09623760298053209,0.06150305492724108,327,0.8,1.7,25098.0
325,1.0,0.0,NaN,328,0.8,1.8,18.0
20000,0.9201306861020356,0.07986931389796431,0.06745088891979237,329,0.8,1.9,23691.0
878,1.0,0.0,NaN,330,0.8,2.0,46.0
1918,1.0,0.0,NaN,331,0.0,1.0,122.0
329,1.0,0.0,NaN,332,0.0,1.1,23.0
568,1.0,0.0,NaN,333,0.0,1.2,34.0
1238,1.0,0.0,NaN,334,0.0,1.3,146.0
948,1.0,0.0,NaN,335,0.0,1.4,42.0
680,1.0,0.0,NaN,336,0.0,1.5,33.0
738,1.0,0.0,NaN,337,0.0,1.6,41.0
805,1.0,0.0,NaN,338,0.0,1.7,44.0
580,1.0,0.0,NaN,339,0.0,1.8,36.0
390,1.0,0.0,NaN,340,0.0,1.9,13.0
644,1.0,0.0,NaN,341,0.0,2.0,44.0
1230,1.0,0.0,NaN,342,0.4,1.0,41.0
20000,0.8970620358235037,0.10293796417649628,0.0655104533899585,343,0.4,1.1,25701.0
462,1.0,0.0,NaN,344,0.4,1.2,25.0
20000,0.8926178038098254,0.10738219619017467,0.06272371584524167,345,0.4,1.3,25066.0
20000,0.9086076994529879,0.09139230054701207,0.061719003812962865,346,0.4,1.4,24645.0
787,1.0,0.0,NaN,347,0.4,1.5,33.0
714,1.0,0.0,NaN,348,0.4,1.6,61.0
649,1.0,0.0,NaN,349,0.4,1.7,41.0
20000,0.9009853528628495,0.09901464713715047,0.059991982426813896,350,0.4,1.8,24723.0
393,1.0,0.0,NaN,351,0.4,1.9,21.0
1314,1.0,0.0,NaN,352,0.4,2.0,60.0
20000,0.9126909395270977,0.08730906047290228,0.06806077093323452,353,0.8,1.0,24485.0
716,1.0,0.0,NaN,354,0.8,1.1,15.0
20000,0.9122145401215168,0.08778545987848313,0.0632101992418817,355,0.8,1.2,24928.0
497,1.0,0.0,NaN,356,0.8,1.3,27.0
20000,0.9228835300153925,0.07711646998460749,0.06558788995230079,357,0.8,1.4,24044.0
281,1.0,0.0,NaN,358,0.8,1.5,16.0
460,1.0,0.0,NaN,359,0.8,1.6,19.0
571,1.0,0.0,NaN,360,0.8,1.7,20.0
272,1.0,0.0,NaN,361,0.8,1.8,16.0
20000,0.9151081391704106,0.08489186082958938,0.06658313226630962,362,0.8,1.9,24604.0
20000,0.9245475922707289,0.07545240772927103,0.06783035903205277,363,0.8,2.0,23913.0
486,1.0,0.0,NaN,364,0.0,1.0,26.0
1571,1.0,0.0,NaN,365,0.0,1.1,93.0
1411,1.0,0.0,NaN,366,0.0,1.2,61.0
769,1.0,0.0,NaN,367,0.0,1.3,23.0
994,1.0,0.0,NaN,368,0.0,1.4,43.0
146,1.0,0.0,NaN,369,0.0,1.5,17.0
1329,1.0,0.0,NaN,370,0.0,1.6,98.0
1939,1.0,0.0,NaN,371,0.0,1.7,60.0
327,1.0,0.0,NaN,372,0.0,1.8,26.0
965,1.0,0.0,NaN,373,0.0,1.9,67.0
971,1.0,0.0,NaN,374,0.0,2.0,40.0
1649,1.0,0.0,NaN,375,0.4,1.0,90.0
238,1.0,0.0,NaN,376,0.4,1.1,14.0
702,1.0,0.0,NaN,377,0.4,1.2,26.0
1291,1.0,0.0,NaN,378,0.4,1.3,47.0
713,1.0,0.0,NaN,379,0.4,1.4,29.0
428,1.0,0.0,NaN,380,0.4,1.5,33.0
970,1.0,0.0,NaN,381,0.4,1.6,43.0
673,1.0,0.0,NaN,382,0.4,1.7,62.0
725,1.0,0.0,NaN,383,0.4,1.8,59.0
1352,1.0,0.0,NaN,384,0.4,1.9,50.0
1254,1.0,0.0,NaN,385,0.4,2.0,38.0
1490,1.0,0.0,NaN,386,0.8,1.0,34.0
543,1.0,0.0,NaN,387,0.8,1.1,29.0
20000,0.9133955109152403,0.08660448908475966,0.06716384662517141,388,0.8,1.2,24350.0
20000,0.9106181003679804,0.08938189963201963,0.06293259072549895,389,0.8,1.3,25283.0
20000,0.9205490636321886,0.0794509363678114,0.06743054299427123,390,0.8,1.4,24265.0
1610,1.0,0.0,NaN,391,0.8,1.5,63.0
1120,1.0,0.0,NaN,392,0.8,1.6,59.0
270,1.0,0.0,NaN,393,0.8,1.7,19.0
1376,1.0,0.0,NaN,394,0.8,1.8,46.0
970,1.0,0.0,NaN,395,0.8,1.9,26.0
20000,0.9250207555002076,0.07497924449979244,0.06499095086697479,396,0.8,2.0,24341.0
640,1.0,0.0,NaN,397,0.0,1.0,20.0
1086,1.0,0.0,NaN,398,0.0,1.1,30.0
616,1.0,0.0,NaN,399,0.0,1.2,32.0
1790,1.0,0.0,NaN,400,0.0,1.3,96.0
699,1.0,0.0,NaN,401,0.0,1.4,33.0
901,1.0,0.0,NaN,402,0.0,1.5,47.0
1098,1.0,0.0,NaN,403,0.0,1.6,40.0
1596,1.0,0.0,NaN,404,0.0,1.7,100.0
747,1.0,0.0,NaN,405,0.0,1.8,40.0
531,1.0,0.0,NaN,406,0.0,1.9,39.0
648,1.0,0.0,NaN,407,0.0,2.0,36.0
498,1.0,0.0,NaN,408,0.4,1.0,20.0
827,1.0,0.0,NaN,409,0.4,1.1,44.0
467,1.0,0.0,NaN,410,0.4,1.2,33.0
263,1.0,0.0,NaN,411,0.4,1.3,20.0
356,1.0,0.0,NaN,412,0.4,1.4,22.0
275,1.0,0.0,NaN,413,0.4,1.5,11.0
291,1.0,0.0,NaN,414,0.4,1.6,20.0
597,1.0,0.0,NaN,415,0.4,1.7,28.0
20000,0.9015532706191205,0.09844672938087946,0.06206227386196586,416,0.4,1.8,25560.0
698,1.0,0.0,NaN,417,0.4,1.9,27.0
451,1.0,0.0,NaN,418,0.4,2.0,34.0
412,1.0,0.0,NaN,419,0.8,1.0,36.0
811,1.0,0.0,NaN,420,0.8,1.1,24.0
742,1.0,0.0,NaN,421,0.8,1.2,35.0
397,1.0,0.0,NaN,422,0.8,1.3,30.0
20000,0.9227321346712168,0.07726786532878317,0.06290001090672138,423,0.8,1.4,23731.0
861,1.0,0.0,NaN,424,0.8,1.5,22.0
279,1.0,0.0,NaN,425,0.8,1.6,16.0
632,1.0,0.0,NaN,426,0.8,1.7,26.0
20000,0.9224327222591023,0.07756727774089772,0.06995477949059449,427,0.8,1.8,23968.0
20000,0.9178498454445434,0.0821501545554566,0.06590115775585419,428,0.8,1.9,24351.0
688,1.0,0.0,NaN,429,0.8,2.0,39.0
350,1.0,0.0,NaN,430,0.0,1.0,18.0
673,1.0,0.0,NaN,431,0.0,1.1,60.0
537,1.0,0.0,NaN,432,0.0,1.2,30.0
691,1.0,0.0,NaN,433,0.0,1.3,70.0
564,1.0,0.0,NaN,434,0.0,1.4,29.0
346,1.0,0.0,NaN,435,0.0,1.5,19.0
1051,1.0,0.0,NaN,436,0.0,1.6,40.0
782,1.0,0.0,NaN,437,0.0,1.7,31.0
1136,1.0,0.0,NaN,438,0.0,1.8,92.0
535,1.0,0.0,NaN,439,0.0,1.9,46.0
318,1.0,0.0,NaN,440,0.0,2.0,22.0
395,1.0,0.0,NaN,441,0.4,1.0,15.0
1027,1.0,0.0,NaN,442,0.4,1.1,56.0
828,1.0,0.0,NaN,443,0.4,1.2,45.0
1153,1.0,0.0,NaN,444,0.4,1.3,49.0
472,1.0,0.0,NaN,445,0.4,1.4,28.0
3529,1.0,0.0,NaN,446,0.4,1.5,62.0
